molecule_chembl_id,canonical_smiles,value,STATUS,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL190238,CC/N=C1/C(c2ccc(O)cc2)=C(O)c2cc(O)cc(O)c21,5000.0,intermediate,297.31000000000006,3.052300000000001,4.0,5.0
CHEMBL190487,O=C1C(c2ccc(O)cc2)=C(Br)c2c(O)cc(O)cc21,710.0,active,333.137,3.2629,3.0,4.0
CHEMBL190038,CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,2.0,active,300.33500000000004,3.231000000000001,3.0,5.0
CHEMBL190025,CCSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,580.0,active,314.362,3.6211000000000015,3.0,5.0
CHEMBL190682,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2c(O)cc(O)cc21,47.0,active,330.33900000000006,3.958800000000001,3.0,4.0
CHEMBL363872,O=C1C(c2ccc(O)cc2)=C(Br)c2cc(O)ccc21,5.2,active,317.13800000000003,3.5573000000000006,2.0,3.0
CHEMBL193207,COc1ccc2c(c1)C(Br)=C(c1ccc(O)cc1)C2=O,1800.0,intermediate,331.1650000000001,3.8603000000000023,1.0,3.0
CHEMBL370037,CC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,6.0,active,252.26899999999998,3.224800000000001,2.0,3.0
CHEMBL192765,CSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,3.1,active,284.336,3.525400000000001,2.0,4.0
CHEMBL190104,CCSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,480.0,active,298.36300000000006,3.9155000000000015,2.0,4.0
CHEMBL373095,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)ccc21,10.0,active,314.34000000000003,4.253200000000002,2.0,3.0
CHEMBL371788,CC1=C(c2ccc(O)cc2)C(=O)c2c(O)cc(O)cc21,31.0,active,268.268,2.9304000000000006,3.0,4.0
CHEMBL191836,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)cc(O)c21,3.0,active,330.33900000000006,3.9588000000000023,3.0,4.0
CHEMBL447837,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)c(F)c1,58.0,active,288.705,4.710500000000002,2.0,2.0
CHEMBL195289,Oc1ccc2cc(-c3cc(F)c(O)cc3F)ccc2c1,27.0,active,272.25,4.196200000000002,2.0,2.0
CHEMBL363177,Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,118.0,active,306.695,4.849600000000003,2.0,2.0
CHEMBL192621,Oc1cc(F)c(-c2ccc3cc(O)ccc3c2)c(F)c1,10.3,active,272.25,4.196200000000002,2.0,2.0
CHEMBL192260,Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)c(F)c1,35.0,active,306.695,4.849600000000003,2.0,2.0
CHEMBL195311,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(Cl)c1,10.0,active,270.71500000000003,4.571400000000002,2.0,2.0
CHEMBL191710,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)c(Cl)c1,36.0,active,305.15999999999997,5.224800000000003,2.0,2.0
CHEMBL427180,COc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,174.0,active,266.296,3.9266000000000014,2.0,3.0
CHEMBL195389,Cc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,40.0,active,250.297,4.226420000000002,2.0,2.0
CHEMBL191300,Cc1cc(O)ccc1-c1ccc2c(Cl)c(O)ccc2c1,40.0,active,284.742,4.879820000000004,2.0,2.0
CHEMBL193727,Oc1ccc2cc(-c3ccc(O)c(F)c3)ccc2c1,92.0,active,254.26,4.057100000000002,2.0,2.0
CHEMBL191808,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,143.0,active,288.705,4.710500000000002,2.0,2.0
CHEMBL365999,Oc1ccc2cc(-c3ccc(O)c(Cl)c3)ccc2c1,107.0,active,270.71500000000003,4.571400000000003,2.0,2.0
CHEMBL426085,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1Cl,356.0,active,305.15999999999997,5.224800000000003,2.0,2.0
CHEMBL191716,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1,92.0,active,272.25,4.196200000000002,2.0,2.0
CHEMBL192068,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1Cl,519.0,active,306.69500000000005,4.849600000000003,2.0,2.0
CHEMBL192386,Oc1ccc(-c2cc(F)c3cc(O)ccc3c2)cc1,22.0,active,254.26000000000002,4.057100000000002,2.0,2.0
CHEMBL363425,Oc1ccc2cc(-c3ccc(O)c(F)c3)cc(F)c2c1,21.0,active,272.25,4.196200000000001,2.0,2.0
CHEMBL193146,Oc1ccc(-c2cc(F)c3c(Cl)c(O)ccc3c2)cc1,40.0,active,288.705,4.710500000000002,2.0,2.0
CHEMBL191901,Oc1ccc(-c2cc(F)c3c(Cl)c(O)ccc3c2)cc1F,125.0,active,306.695,4.849600000000003,2.0,2.0
CHEMBL363367,Oc1ccc(-c2cc(Cl)c3cc(O)ccc3c2)cc1,30.0,active,270.715,4.571400000000002,2.0,2.0
CHEMBL192876,Oc1ccc(-c2cc(Cl)c3c(Cl)c(O)ccc3c2)cc1,43.0,active,305.16,5.224800000000003,2.0,2.0
CHEMBL371624,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)cc12,105.0,active,261.28000000000003,3.7896800000000006,2.0,3.0
CHEMBL192154,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,210.0,active,279.27,3.9287800000000015,2.0,3.0
CHEMBL362966,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Br)c12,131.0,active,340.176,4.552180000000003,2.0,3.0
CHEMBL195807,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Cl)c12,109.0,active,295.725,4.443080000000002,2.0,3.0
CHEMBL191238,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(Cl)c12,299.0,active,313.715,4.582180000000003,2.0,3.0
CHEMBL195280,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(F)c12,312.0,active,297.26,4.0678800000000015,2.0,3.0
CHEMBL365941,O=Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,231.0,active,282.27,3.869600000000001,2.0,3.0
CHEMBL195290,C=Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,254.0,active,280.298,4.7001000000000035,2.0,2.0
CHEMBL193064,CCc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,235.0,active,282.314,4.619500000000004,2.0,2.0
CHEMBL192016,C#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,247.0,active,278.282,4.038400000000001,2.0,2.0
CHEMBL363633,CC#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,343.0,active,292.30899999999997,4.428500000000003,2.0,2.0
CHEMBL363634,N#Cc1cc(-c2ccc(O)cc2F)cc2ccc(O)cc12,26.0,active,279.27,3.9287800000000015,2.0,3.0
CHEMBL194326,N#Cc1cc(-c2cc(F)c(O)cc2F)cc2ccc(O)cc12,186.0,active,297.26,4.067880000000001,2.0,3.0
CHEMBL426641,N#Cc1cc(-c2c(F)cc(O)cc2F)cc2ccc(O)cc12,45.0,active,297.26,4.067880000000001,2.0,3.0
CHEMBL195154,N#Cc1cc(-c2cc(F)c(O)c(F)c2)cc2ccc(O)cc12,548.0,active,297.26,4.067880000000001,2.0,3.0
CHEMBL194762,N#Cc1cc(O)cc2ccc(-c3ccc(O)cc3)cc12,84.0,active,261.28000000000003,3.7896800000000015,2.0,3.0
CHEMBL192000,N#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,96.0,active,279.27,3.9287800000000006,2.0,3.0
CHEMBL195039,N#Cc1cc(O)c(Br)c2ccc(-c3ccc(O)c(F)c3)cc12,116.0,active,358.16600000000005,4.691280000000003,2.0,3.0
CHEMBL371564,N#Cc1cc(O)c(C#N)c2ccc(-c3ccc(O)c(F)c3)cc12,877.0,active,304.28000000000003,3.800460000000001,2.0,4.0
