molecule_chembl_id,canonical_smiles,STATUS,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL221676,Oc1ccc(-c2nn(Cc3ccccc3)c3c(C(F)(F)F)cccc23)cc1,active,368.35800000000006,5.476000000000003,1.0,3.0,6.707743928643524
CHEMBL221626,Oc1ccc(-c2nn(Cc3ccccc3)c3c(Cl)cccc23)cc1,active,334.8060000000001,5.110600000000003,1.0,3.0,6.978810700930062
CHEMBL374277,Oc1ccc(-c2nn(-c3cc(F)ccc3F)c3cc(O)ccc23)c(O)c1,active,354.31200000000007,4.087500000000001,3.0,5.0,7.508638306165727
CHEMBL389394,Oc1ccc(-c2nn(-c3cc(Cl)ccc3Cl)c3cc(O)ccc23)c(O)c1,active,387.22200000000015,5.116100000000004,3.0,5.0,7.823908740944319
CHEMBL434577,Oc1ccc(-c2nn(-c3cccc(Cl)c3)c3cc(O)ccc23)c(O)c1,active,352.7770000000001,4.462700000000003,3.0,5.0,7.301029995663981
CHEMBL221515,Oc1ccc(-c2nn(-c3cccc(F)c3)c3cc(O)ccc23)c(O)c1,active,336.32200000000006,3.9484000000000012,3.0,5.0,7.4089353929735005
CHEMBL426897,Cc1ccc(-n2nc(-c3ccc(O)cc3O)c3ccc(O)cc32)cc1,active,332.3590000000001,4.117720000000002,3.0,5.0,7.3979400086720375
CHEMBL389393,Oc1ccc(-c2nn(C3CCCCC3)c3cc(O)ccc23)c(O)c1,active,324.38,4.325300000000005,3.0,5.0,6.3535962737769305
CHEMBL225022,CCCCn1nc(-c2ccc(O)cc2O)c2ccc(O)cc21,active,298.34200000000004,3.6202000000000014,3.0,5.0,6.950781977329818
CHEMBL225514,CCCn1nc(-c2ccc(O)cc2O)c2ccc(O)cc21,active,284.315,3.230100000000001,3.0,5.0,7.2076083105017466
CHEMBL225404,Oc1ccc(-c2nn(CC(F)(F)F)c3cc(O)ccc23)c(O)c1,active,324.25800000000004,3.3824000000000014,3.0,5.0,6.782516055786093
CHEMBL225349,CCn1nc(-c2ccc(O)cc2O)c2ccc(O)cc21,active,270.288,2.8400000000000007,3.0,5.0,6.515700160653214
CHEMBL375334,Cn1nc(-c2ccc(O)cc2O)c2ccc(O)cc21,active,256.261,2.3571,3.0,5.0,6.206209615309181
CHEMBL226379,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(NCCCl)cc3)sc2c1,active,523.0980000000003,7.581600000000005,2.0,6.0,7.448550002027125
CHEMBL449038,O=C(CCl)Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,active,537.0810000000005,7.108200000000006,2.0,6.0,6.176525770829699
CHEMBL226329,Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,active,460.5990000000004,6.513100000000005,2.0,6.0,7.714442690992226
CHEMBL389907,CS(=O)(=O)c1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,active,523.6760000000005,6.334400000000006,1.0,7.0,7.568636235841013
CHEMBL226327,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1,active,445.5840000000001,6.930900000000005,1.0,5.0,7.962573502059376
CHEMBL389683,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)sc2c1,active,524.4800000000001,7.693400000000006,1.0,5.0,7.568636235841013
CHEMBL226269,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)sc2c1,active,463.5740000000001,7.070000000000005,1.0,5.0,7.764471553092451
CHEMBL226268,Oc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,active,461.58300000000037,6.636500000000005,2.0,6.0,8.10790539730952
CHEMBL206278,C=CCSCC1=CC(C)(C)Nc2ccc(-c3cc(F)ccc3OC)cc21,intermediate,369.5050000000001,6.008000000000005,1.0,3.0,5.698970004336019
CHEMBL541908,Br.C=CCOC(C)C1=CC(C)(C)Nc2ccc(-c3cc(F)ccc3OC)cc21,intermediate,448.3760000000002,6.257800000000005,1.0,3.0,5.698970004336019
CHEMBL537887,C=CCOC(C)C1=CC(C)(C)Nc2ccc(-c3cc(F)ccc3OC)cc21.Cl,intermediate,403.9250000000001,6.101700000000006,1.0,3.0,5.698970004336019
CHEMBL395506,C=CCOC(C)C1=CC(C)(C)Nc2ccc(-c3cc(F)ccc3OC)cc21,intermediate,367.4640000000001,5.679900000000006,1.0,3.0,5.698970004336019
CHEMBL379024,COc1ccc(F)cc1-c1ccc2c(c1)C(CSCCc1ccccc1)=CC(C)(C)N2,intermediate,433.59200000000016,7.064700000000006,1.0,3.0,5.698970004336019
CHEMBL1628029,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,active,496.8200000000003,9.274400000000002,2.0,2.0,6.714442690992226
CHEMBL245133,O=C1c2cc(O)cc(Br)c2C(=O)N1c1ccc(O)cc1,active,334.125,2.6609000000000007,2.0,4.0,7.443697499232712
CHEMBL245132,COc1cc(Br)c2c(c1)C(=O)N(c1ccc(O)cc1)C2=O,intermediate,348.15200000000004,2.9639000000000015,1.0,4.0,5.301029995663981
CHEMBL451496,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1F,active,273.219,2.0374999999999996,2.0,4.0,7.275724130399211
CHEMBL242818,Cc1cc(O)ccc1N1C(=O)c2ccc(O)cc2C1=O,active,269.256,2.2068200000000004,2.0,4.0,6.095825631715837
CHEMBL394788,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1[N+](=O)[O-],active,300.226,1.8066,2.0,6.0,7.6777807052660805
CHEMBL244971,COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c([N+](=O)[O-])c1,intermediate,314.25300000000004,2.1096000000000004,1.0,6.0,5.301029995663981
CHEMBL396948,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)c2ccccc12,intermediate,305.289,3.0516000000000014,2.0,4.0,5.578396073130169
CHEMBL396947,O=C1c2ccc(O)cc2C(=O)N1c1cccc2c(O)cccc12,active,305.289,3.0516000000000005,2.0,4.0,6.095825631715837
CHEMBL232468,O=C1c2ccc(O)cc2C(=O)N1[C@H]1CC[C@H](O)CC1,intermediate,261.277,1.2917,2.0,4.0,5.301029995663981
CHEMBL396946,O=C1c2ccc(O)cc2C(=O)N1c1cc(O)cc(O)c1,intermediate,271.22799999999995,1.6039999999999999,3.0,5.0,5.301029995663981
CHEMBL234733,COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(OC)c1,intermediate,299.28200000000004,2.21,1.0,5.0,5.607303046740334
CHEMBL234527,COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)cc1,intermediate,269.256,2.2013999999999996,1.0,4.0,5.481486060122113
CHEMBL276030,O=C1c2ccc(O)cc2C(=O)N1c1ccccc1,intermediate,239.23,2.1928,1.0,3.0,5.568636235841013
CHEMBL388474,O=C1c2ccccc2C(=O)N1c1ccc(O)cc1,inactive,239.23,2.1928,1.0,3.0,5.0
CHEMBL388473,O=C1c2ccc(O)cc2C(=O)N1c1cccc(O)c1,intermediate,255.22899999999998,1.8983999999999999,2.0,4.0,5.5376020021010435
CHEMBL234524,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1,active,255.22899999999998,1.8983999999999999,2.0,4.0,7.075720713938118
CHEMBL395308,O/N=C/c1ccc(-c2ccc(O)cc2)c2ccccc12,active,263.29600000000005,4.020500000000002,2.0,3.0,7.022276394711152
