molecule_chembl_id,canonical_smiles,standard_value
CHEMBL435696,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)(F)CC3)cc2)cc1,16.0
CHEMBL185480,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CC3)OCCO4)cc2)cc1,2.0
CHEMBL184372,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(O)CC3)cc2)cc1,1.8
CHEMBL184431,OCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,2.2
CHEMBL365484,OCCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,7.3
CHEMBL184491,NC(=O)C1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,2.2
CHEMBL362623,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,2.6
CHEMBL184679,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](F)C3)cc2)cc1,0.5
CHEMBL185114,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](O)C3)cc2)cc1,1.7
CHEMBL360802,OC[C@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,2.0
CHEMBL359774,OC[C@@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,3.9
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1.8
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1.3
CHEMBL362718,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCSCC3)cc2)cc1,1.5
CHEMBL185383,O=S1(=O)CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,2.0
CHEMBL183084,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)CC3)cc2)cc1,2.5
CHEMBL182751,C=Cc1c(Br)c(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,803.0
CHEMBL361762,COc1cc(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,2668.0
CHEMBL364551,COc1c(Br)c(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,559.0
CHEMBL361258,COc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,114.0
CHEMBL187115,COc1cc(O)c(C#N)c2cc(-c3ccc(O)cc3)oc12,1650.0
CHEMBL184448,Oc1ccc(-c2cc3cc(O)cc(Cl)c3o2)cc1,6.8
CHEMBL365290,Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,114.0
CHEMBL185126,Cc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,109.0
CHEMBL184151,N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,1152.0
CHEMBL186874,N#CCc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,1056.0
CHEMBL360385,N#CCc1cc(O)c(Br)c2cc(-c3ccc(O)cc3)oc12,209.0
CHEMBL183152,N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,625.0
CHEMBL183889,CC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,103.0
CHEMBL360338,CCC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,49.0
CHEMBL364419,O=Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,263.0
CHEMBL363498,N#Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,46.0
CHEMBL185012,N#Cc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,23.0
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3.2
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,395.0
CHEMBL187314,Oc1ccc2cc(-c3nc4ccc(O)cc4o3)ccc2c1,780.0
CHEMBL187087,Oc1ccc(-c2nc3ccc(O)cc3o2)c(O)c1,82.0
CHEMBL187673,Oc1ccc(-c2nc3ccc(O)cc3o2)cc1,902.0
CHEMBL189024,Oc1ccc2nc(-c3cccc(O)c3O)oc2c1,2353.0
CHEMBL189025,Oc1ccc2nc(-c3ccc(O)c(O)c3)oc2c1,2410.0
CHEMBL189002,Oc1ccc2nc(-c3ccc(O)c(F)c3)oc2c1,8430.0
CHEMBL188410,Oc1ccc2nc(-c3ccc(O)c(Cl)c3)oc2c1,5000.0
CHEMBL442037,Oc1ccc(-c2nc3cc(Cl)c(O)cc3o2)cc1,2765.0
CHEMBL187671,CC(C)(C)c1cc(-c2nc3ccc(O)cc3o2)ccc1O,5000.0
CHEMBL364110,CCCCOc1cc(-c2nc3ccc(O)cc3o2)ccc1O,6240.0
CHEMBL187392,Oc1ccc(-c2nc3cc(O)ccc3o2)cc1,1227.0
CHEMBL360817,Oc1ccc2oc(-c3ccc(O)c(F)c3)nc2c1,1570.0
CHEMBL362349,Oc1ccc2oc(-c3ccc(O)c(Cl)c3)nc2c1,5280.0
CHEMBL188391,Oc1ccc(-c2nc3cc(O)ccc3o2)c(Cl)c1,139.0
CHEMBL189287,Oc1ccc(-c2nc3cc(O)ccc3o2)c(O)c1,190.0
CHEMBL362356,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1,464.0
CHEMBL362793,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1F,1813.0
CHEMBL363705,Oc1ccc(-c2nc3cc(O)c(Br)cc3o2)cc1F,1210.0
CHEMBL186073,Oc1ccc2oc(-c3cccc(O)c3O)nc2c1,5110.0
CHEMBL367588,Oc1ccc(-c2cc3cc(O)ccc3o2)cc1,176.0
CHEMBL188792,COc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,2557.0
CHEMBL188528,Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)cc1,155.0
CHEMBL187207,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)nc2c1,260.0
CHEMBL426626,Oc1cc(Br)c2oc(-c3ccc(O)c(C(F)(F)F)c3)nc2c1,1870.0
CHEMBL187915,Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)c(F)c1,47.0
CHEMBL187311,Cc1cc(O)ccc1-c1nc2cc(O)cc(Br)c2o1,44.0
CHEMBL186513,N#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,411.0
CHEMBL364176,N#Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,1435.0
CHEMBL189658,N#Cc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,138.0
CHEMBL189039,Oc1ccc(-c2nc3cc(O)cc(CBr)c3o2)cc1,2975.0
CHEMBL188951,N#CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,5000.0
CHEMBL188230,O=Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,2638.0
CHEMBL361266,COC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,5000.0
CHEMBL189706,CCOC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,7827.0
CHEMBL365903,NC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,9620.0
CHEMBL364333,O=C(O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,5000.0
CHEMBL364329,CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,537.0
CHEMBL188957,CCCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,390.0
CHEMBL187663,CC(C)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,1200.0
CHEMBL184003,CCCCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,498.0
CHEMBL187937,C#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,481.0
CHEMBL188049,C=CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,727.0
CHEMBL189303,C=CCc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,1100.0
CHEMBL189356,C=CCc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,98.0
CHEMBL363955,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,447.0
CHEMBL450940,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,1216.0
CHEMBL186643,Oc1cc(/C=C\F)c2oc(-c3ccc(O)c(F)c3)nc2c1,376.0
CHEMBL365016,C/C=C\c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,775.0
CHEMBL188900,Oc1ccc(-c2nc3cc(O)cc(/C=C\Br)c3o2)cc1,4652.0
CHEMBL361272,Oc1ccc(-c2nc3cc(O)cc(/C=C\Br)c3o2)c(F)c1,196.0
CHEMBL187000,C/C=C\c1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,539.0
CHEMBL188846,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,227.0
CHEMBL363963,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3F)oc12,474.0
CHEMBL188517,C=Cc1cc(O)cc2nc(-c3c(F)cc(O)cc3F)oc12,249.0
CHEMBL188613,C=Cc1cc(O)cc2nc(-c3cc(F)c(O)cc3F)oc12,4040.0
CHEMBL362507,C=Cc1cc(O)cc2nc(-c3cc(F)c(O)c(F)c3)oc12,10000.0
CHEMBL361063,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3C)oc12,1116.0
CHEMBL185783,Oc1ccc(-c2nc3cc(O)cc(-c4ccccc4)c3o2)cc1,1300.0
CHEMBL188516,Oc1ccc(-c2nc3cc(O)cc(-c4ccco4)c3o2)cc1,809.0
CHEMBL365045,Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,1980.0
CHEMBL187978,Oc1ccc(-c2nc3cc(O)cc(-c4cccs4)c3o2)cc1,1030.0
CHEMBL363902,Oc1ccc(-c2nc3cc(O)cc(-c4nccs4)c3o2)cc1,1340.0
CHEMBL364345,Oc1ccc(-c2nc3cc(O)cc(C4CCCC4)c3o2)cc1,1010.0
CHEMBL361871,C=Cc1cc(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,1036.0
CHEMBL360410,Oc1ccc(-c2noc3cc(O)ccc23)c(O)c1,24.0
CHEMBL365293,Oc1ccc(-c2noc3ccccc23)c(O)c1,6100.0
CHEMBL188619,Oc1ccc2c(-c3ccccc3O)noc2c1,3000.0
CHEMBL188882,Oc1ccc(-c2noc3cc(O)ccc23)cc1,815.0
CHEMBL187473,Oc1ccc(-c2noc3ccc(O)cc23)c(O)c1,4068.0
CHEMBL187069,Oc1ccc(-c2noc3ccc(O)cc23)cc1,819.0
CHEMBL360651,Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1,273.0
CHEMBL185890,N#Cc1cc(O)ccc1-c1noc2cc(O)ccc12,264.0
CHEMBL189080,Oc1ccc2c(-c3ccc(O)c(Br)c3)noc2c1,183.0
CHEMBL188189,Oc1ccc2c(-c3ccc(O)c(F)c3)noc2c1,161.0
CHEMBL186945,Cc1cc(-c2noc3cc(O)ccc23)ccc1O,431.0
CHEMBL189822,Cc1cc(O)ccc1-c1noc2cc(O)ccc12,475.0
CHEMBL435090,CCCc1cc(O)ccc1-c1noc2cc(O)ccc12,50.0
CHEMBL360189,CCCc1cc(-c2noc3cc(O)ccc23)ccc1O,210.0
CHEMBL188246,Cc1c(O)ccc(-c2noc3cc(O)ccc23)c1O,511.0
CHEMBL365625,N#CCc1cc(O)ccc1-c1noc2cc(O)ccc12,717.0
CHEMBL185837,O/N=C/c1cc(O)ccc1-c1noc2cc(O)ccc12,2390.0
CHEMBL361078,Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1,30.0
CHEMBL362307,Oc1ccc2c(-c3cc(Cl)c(O)cc3O)noc2c1,33.0
CHEMBL186597,Cc1cc(-c2noc3cc(O)ccc23)c(O)cc1O,65.0
CHEMBL186598,CCCc1cc(-c2noc3cc(O)ccc23)c(CC)cc1O,13.0
CHEMBL189200,CCCc1cc(-c2noc3cc(O)ccc23)c(CCC)cc1O,22.0
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3.2
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,395.0
CHEMBL187105,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,8.0
CHEMBL187219,Oc1ccc2c(-c3ccc4c(O)cccc4c3)noc2c1,24.0
CHEMBL188458,Oc1ccc2c(-c3ccc4c(Br)c(O)ccc4c3)noc2c1,360.0
CHEMBL188299,Oc1ccc2cc(-c3noc4ccc(O)cc34)ccc2c1,463.0
CHEMBL187393,Oc1ccc2c(-c3noc4cc(O)ccc34)cccc2c1,49.0
CHEMBL188051,Oc1ccc2c(-c3cccc4c(O)cccc34)noc2c1,6.0
CHEMBL189073,Oc1ccc2c(-c3cccc4ccc(O)cc34)noc2c1,1727.0
CHEMBL185918,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,117.0
CHEMBL189077,Oc1ccc2c(-c3nc4ccc(O)cc4o3)cccc2c1,35.0
CHEMBL363017,Oc1ccc2nc(-c3ccc(O)c4ccccc34)oc2c1,1900.0
CHEMBL188527,Oc1ccc2nc(-c3cccc4ccccc34)oc2c1,1880.0
CHEMBL362355,Oc1ccc2nc(-c3cccc4c(Br)c(O)ccc34)oc2c1,373.0
CHEMBL189556,Oc1ccc2c(-c3nc4cc(F)c(O)cc4o3)cccc2c1,434.0
CHEMBL183367,Oc1ccc2c(-c3nc4cc(O)ccc4o3)cccc2c1,153.0
CHEMBL183368,Cc1cc(O)c2cccc(-c3nc4ccc(O)cc4o3)c2c1,163.0
CHEMBL187313,Oc1ccc2cc(-c3nc4cc(O)ccc4o3)ccc2c1,3800.0
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3.2
CHEMBL190467,O=C1C(c2ccc(O)cc2)=C(Br)c2ccc(O)cc21,290.0
CHEMBL371777,CC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,55.0
CHEMBL191841,CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,12.0
CHEMBL193108,CCSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,10.0
CHEMBL192586,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2ccc(O)cc21,9.0
CHEMBL192587,COc1cc(O)cc2c1C(Br)=C(c1ccc(O)cc1)C2=O,200.0
CHEMBL192325,O=C1C(c2ccc(O)cc2)=C(O)c2ccc(O)cc21,5000.0
CHEMBL192326,O=C1C(c2ccc(O)cc2)=C(O)c2cc(O)cc(O)c21,5000.0
CHEMBL189541,NC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,5000.0
CHEMBL190238,CC/N=C1/C(c2ccc(O)cc2)=C(O)c2cc(O)cc(O)c21,5000.0
CHEMBL190487,O=C1C(c2ccc(O)cc2)=C(Br)c2c(O)cc(O)cc21,710.0
CHEMBL190038,CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,2.0
CHEMBL190025,CCSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,580.0
CHEMBL190682,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2c(O)cc(O)cc21,47.0
CHEMBL363872,O=C1C(c2ccc(O)cc2)=C(Br)c2cc(O)ccc21,5.2
CHEMBL193207,COc1ccc2c(c1)C(Br)=C(c1ccc(O)cc1)C2=O,1800.0
CHEMBL370037,CC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,6.0
CHEMBL192765,CSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,3.1
CHEMBL190104,CCSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,480.0
CHEMBL373095,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)ccc21,10.0
CHEMBL371788,CC1=C(c2ccc(O)cc2)C(=O)c2c(O)cc(O)cc21,31.0
CHEMBL191836,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)cc(O)c21,3.0
CHEMBL30707,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,75.7
CHEMBL30707,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,75.7
CHEMBL193518,O=c1oc2cc(O)ccc2c(Cc2ccccc2)c1-c1ccc(Cl)cc1,120.0
CHEMBL193518,O=c1oc2cc(O)ccc2c(Cc2ccccc2)c1-c1ccc(Cl)cc1,120.0
CHEMBL447837,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)c(F)c1,58.0
CHEMBL195289,Oc1ccc2cc(-c3cc(F)c(O)cc3F)ccc2c1,27.0
CHEMBL363177,Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,118.0
CHEMBL192621,Oc1cc(F)c(-c2ccc3cc(O)ccc3c2)c(F)c1,10.3
CHEMBL192260,Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)c(F)c1,35.0
CHEMBL195311,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(Cl)c1,10.0
CHEMBL191710,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)c(Cl)c1,36.0
CHEMBL427180,COc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,174.0
CHEMBL195389,Cc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,40.0
CHEMBL191300,Cc1cc(O)ccc1-c1ccc2c(Cl)c(O)ccc2c1,40.0
CHEMBL193727,Oc1ccc2cc(-c3ccc(O)c(F)c3)ccc2c1,92.0
CHEMBL191808,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,143.0
CHEMBL365999,Oc1ccc2cc(-c3ccc(O)c(Cl)c3)ccc2c1,107.0
CHEMBL426085,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1Cl,356.0
CHEMBL191716,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1,92.0
CHEMBL192068,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1Cl,519.0
CHEMBL192386,Oc1ccc(-c2cc(F)c3cc(O)ccc3c2)cc1,22.0
CHEMBL363425,Oc1ccc2cc(-c3ccc(O)c(F)c3)cc(F)c2c1,21.0
CHEMBL193146,Oc1ccc(-c2cc(F)c3c(Cl)c(O)ccc3c2)cc1,40.0
CHEMBL191901,Oc1ccc(-c2cc(F)c3c(Cl)c(O)ccc3c2)cc1F,125.0
CHEMBL363367,Oc1ccc(-c2cc(Cl)c3cc(O)ccc3c2)cc1,30.0
CHEMBL192876,Oc1ccc(-c2cc(Cl)c3c(Cl)c(O)ccc3c2)cc1,43.0
CHEMBL371624,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)cc12,105.0
CHEMBL192154,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,210.0
CHEMBL362966,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Br)c12,131.0
CHEMBL195807,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Cl)c12,109.0
CHEMBL191238,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(Cl)c12,299.0
CHEMBL195280,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(F)c12,312.0
CHEMBL365941,O=Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,231.0
CHEMBL195290,C=Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,254.0
CHEMBL193064,CCc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,235.0
CHEMBL192016,C#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,247.0
CHEMBL363633,CC#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,343.0
CHEMBL363634,N#Cc1cc(-c2ccc(O)cc2F)cc2ccc(O)cc12,26.0
CHEMBL194326,N#Cc1cc(-c2cc(F)c(O)cc2F)cc2ccc(O)cc12,186.0
CHEMBL426641,N#Cc1cc(-c2c(F)cc(O)cc2F)cc2ccc(O)cc12,45.0
CHEMBL195154,N#Cc1cc(-c2cc(F)c(O)c(F)c2)cc2ccc(O)cc12,548.0
CHEMBL194762,N#Cc1cc(O)cc2ccc(-c3ccc(O)cc3)cc12,84.0
CHEMBL192000,N#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,96.0
CHEMBL195039,N#Cc1cc(O)c(Br)c2ccc(-c3ccc(O)c(F)c3)cc12,116.0
CHEMBL371564,N#Cc1cc(O)c(C#N)c2ccc(-c3ccc(O)c(F)c3)cc12,877.0
CHEMBL371126,Cc1c(O)cc(C#N)c2cc(-c3ccc(O)c(F)c3)ccc12,406.0
CHEMBL192218,N#Cc1cc(O)c(Cl)c2ccc(-c3ccc(O)cc3)cc12,98.0
CHEMBL192390,N#Cc1cc(O)c(Cl)c2ccc(-c3ccc(O)c(F)c3)cc12,55.0
CHEMBL191759,C#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,73.0
CHEMBL192849,CC#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,180.0
CHEMBL192901,O=Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,73.0
CHEMBL191648,C=Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,527.0
CHEMBL195208,CCc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,113.0
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,395.0
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3.2
CHEMBL191974,Oc1ccc(-c2ccc3cc(O)ccc3c2)cc1,211.0
CHEMBL193010,Oc1cccc(-c2ccc3c(O)cccc3c2)c1,1452.0
CHEMBL193726,Oc1ccc(-c2ccc3c(O)cccc3c2)cc1,22.0
CHEMBL195058,Oc1ccc2cc(-c3ccccc3O)ccc2c1,5000.0
CHEMBL195217,Oc1cccc(-c2ccc3cc(O)ccc3c2)c1,230.0
CHEMBL191714,Oc1ccc2cc(-c3ccccc3)ccc2c1,1345.0
CHEMBL191715,Oc1ccc(-c2ccc3ccc(O)cc3c2)cc1,442.0
CHEMBL194873,Oc1cccc(-c2ccc3ccc(O)cc3c2)c1,2642.0
CHEMBL194718,Oc1ccc2ccc(-c3ccccc3)cc2c1,3405.0
CHEMBL194772,Oc1ccc(-c2ccc3ccccc3c2)cc1,638.0
CHEMBL364092,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1,91.0
CHEMBL194936,Oc1ccc(-c2ccc3c(Br)c(O)ccc3c2)cc1,266.0
CHEMBL192782,Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,77.0
CHEMBL364502,N#Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,1402.0
CHEMBL192102,Oc1ccc(-c2ccc3c(-c4ccccc4)c(O)ccc3c2)cc1,1231.0
CHEMBL372030,Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,282.0
CHEMBL195786,COc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,884.0
CHEMBL195788,O=[N+]([O-])c1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,709.0
CHEMBL195878,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(F)c1,24.0
CHEMBL195212,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(N2CCN3CCCCC3C2)cc1,63.0
CHEMBL195212,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(N2CCN3CCCCC3C2)cc1,23.2
CHEMBL195465,CC1CN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CCN1C,69.0
CHEMBL195465,CC1CN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CCN1C,34.9
CHEMBL195216,CCN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1C,38.0
CHEMBL195216,CCN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1C,64.0
CHEMBL192055,CCC1CN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CCN1C,162.0
CHEMBL192055,CCC1CN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CCN1C,512.0
CHEMBL427533,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,185.0
CHEMBL427533,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,55.0
CHEMBL426461,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,106.0
CHEMBL426461,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,46.6
CHEMBL192187,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccc(F)cc3)cc2)CC1,87.0
CHEMBL192187,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccc(F)cc3)cc2)CC1,46.1
CHEMBL372011,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(F)c3)cc2)CC1,163.0
CHEMBL372011,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(F)c3)cc2)CC1,153.0
CHEMBL372029,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,108.0
CHEMBL372029,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,31.0
CHEMBL194334,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,169.0
CHEMBL194334,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,18.2
CHEMBL364492,CC(C)N1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,83.0
CHEMBL364492,CC(C)N1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,18.0
CHEMBL195118,CC(C)CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,119.0
CHEMBL195118,CC(C)CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,31.5
CHEMBL191711,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(CC4CC4)CC3)cc2)c1,122.0
CHEMBL195466,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(C4CCCC4)CC3)cc2)c1,123.0
CHEMBL195466,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(C4CCCC4)CC3)cc2)c1,19.6
CHEMBL191646,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(C4CCCCC4)CC3)cc2)c1,177.0
CHEMBL191646,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(C4CCCCC4)CC3)cc2)c1,21.8
CHEMBL103650,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(F)cc1,285.0
